magnitudes,hps1,hps2,hps3,hps4,Product,f0
0.006157176,0.009148129,0.002713189,0.003372531,0,0,387.5977
0.00587921,0.005550781,0.002052854,0.0005380756,0,0,387.5977
0.005437556,0.001703946,0.001219225,0.003445091,0,0,387.5977
0.004824201,0.004774804,0.002108642,0.003304411,0,0,387.5977
0.004051613,0.006553124,0.003316495,0.002955182,0,0,387.5977
0.00315975,0.00546759,0.005327301,0.003730216,0,0,387.5977
0.002220628,0.002505795,0.006326047,0.003527275,0,0,387.5977
0.001350724,0.0006982322,0.003069955,0.002939129,0,0,387.5977
0.0007916442,0.002772081,0.004417557,0.002629592,0,0,387.5977
0.0008657121,0.003295268,0.008040432,0.002563053,0,0,387.5977
0.00117167,0.002630484,0.005176857,0.00263681,0,0,387.5977
0.001368129,0.001672622,0.002744953,0.003015596,0,0,387.5977
0.001458266,0.001433942,0.006345597,0.004344431,0,0,387.5977
0.00159813,0.001546782,0.005435814,0.00459066,0,0,387.5977
0.001958468,0.001237643,0.001832146,0.004819764,0,0,387.5977
0.002541802,0.001065704,0.001527805,0.004514505,0,0,387.5977
0.003210214,0.001931392,0.003361418,0.002736707,0,0,387.5977
0.003804909,0.00278476,0.00243746,0.00268984,0,0,387.5977
0.004190957,0.003011728,0.001397762,0.003376562,0,0,387.5977
0.004269912,0.002616478,0.005261736,0.001032651,0,0,387.5977
0.003989178,0.002035602,0.005430516,0,0,0,387.5977
0.003349919,0.001749671,0.001730871,0,0,0,387.5977
0.00241557,0.001693537,0.003334905,0,0,0,387.5977
0.001359676,0.001550753,0.003830859,0,0,0,387.5977
0.000943087,0.001309032,0.00148875,0,0,0,387.5977
0.001847071,0.001194419,0.001142235,0,0,0,387.5977
0.002920168,0.001306622,0.001807814,0,0,0,387.5977
0.003801655,0.001488969,0.001742953,0,0,0,387.5977
0.004399837,0.001571772,0.001994911,0,0,0,387.5977
0.004712615,0.001315875,0.006160249,0,0,0,387.5977
0.004812153,0.000722824,0.008117951,0,0,0,387.5977
0.004827468,0.001617567,0.006067547,0,0,0,387.5977
0.004894699,0.003252229,0.004665456,0,0,0,387.5977
0.005080661,0.004285142,0.007889947,0,0,0,387.5977
0.005341986,0.004146498,0.008955142,0,0,0,387.5977
0.005565356,0.00313138,0.006491232,0,0,0,387.5977
0.005639912,0.00263058,0.002488588,0,0,0,387.5977
0.005502172,0.003259996,0.001890171,0,0,0,387.5977
0.005146347,0.003699574,0.005154395,0,0,0,387.5977
0.004614103,0.00343554,0.006064245,0,0,0,387.5977
0.003975532,0.002652157,0.002323969,0,0,0,387.5977
0.003308398,0.001658365,0.003640485,0,0,0,387.5977
0.002680509,0.0008078546,0.005874981,0,0,0,387.5977
0.002138503,0.0008729122,0.002895263,0,0,0,387.5977
0.001704699,0.001385521,0.004760476,0,0,0,387.5977
0.00138139,0.001601355,0.006016665,0,0,0,387.5977
0.001159659,0.001429251,0.002261244,0,0,0,387.5977
0.001025798,0.001123707,0.003721013,0,0,0,387.5977
0.0009596456,0.00112112,0.005037271,0,0,0,387.5977
0.0009297578,0.001261763,0.000535221,0,0,0,387.5977
0.000896542,0.001206159,0.006301861,0,0,0,387.5977
0.0008229543,0.001184236,0.009868291,0,0,0,387.5977
0.0006863379,0.001425233,0.01107301,0,0,0,387.5977
0.0005001793,0.001385528,0.01053175,0,0,0,387.5977
0.0004074408,0.001047328,0.006493286,0,0,0,387.5977
0.0006506469,0.002464253,0.003490472,0,0,0,387.5977
0.00109852,0.004745738,0.005876906,0,0,0,387.5977
0.001607357,0.006320955,0.00582473,0,0,0,387.5977
0.002102402,0.006087994,0.00409741,0,0,0,387.5977
0.002521743,0.003741533,0.001116386,0,0,0,387.5977
0.002810898,0.001936497,0.005814697,0,0,0,387.5977
0.002929003,0.005240019,0.008930463,0,0,0,387.5977
0.002856912,0.00756541,0.006796685,0,0,0,387.5977
0.00260252,0.007506618,0.003046701,0,0,0,387.5977
0.002201641,0.00549925,0.003020269,0,0,0,387.5977
0.001713467,0.002685805,0.003825192,0,0,0,387.5977
0.001213045,0.0003782711,0.004436471,0,0,0,387.5977
0.0007880146,0.002364568,0.00410558,0,0,0,387.5977
0.0005455461,0.003846334,0.002739396,0,0,0,387.5977
0.0005362387,0.00443866,0.003079568,0,0,0,387.5977
0.0006256565,0.004307375,0.003004811,0,0,0,387.5977
0.0007062376,0.003683053,0.005842012,0,0,0,387.5977
0.0007634243,0.002513808,0.01096037,0,0,0,387.5977
0.0008123064,0.0009683013,0.01234121,0,0,0,387.5977
0.0008705205,0.001626379,0.0078865,0,0,0,387.5977
0.0009520086,0.002829876,0.002500689,0,0,0,387.5977
0.001063804,0.002853741,0.004171056,0,0,0,387.5977
0.001201304,0.001831802,0.002519102,0,0,0,387.5977
0.001347768,0.001056549,0.002721505,0,0,0,387.5977
0.001480007,0.001457042,0.003041768,0,0,0,387.5977
0.001575948,0.001410217,0.0005380756,0,0,0,387.5977
0.001619549,0.001068735,0.002993312,0,0,0,387.5977
0.001601882,0.00155698,0.003623286,0,0,0,387.5977
0.001519986,0.002307409,0.003122082,0,0,0,387.5977
0.001374052,0.002785325,0.002955182,0,0,0,387.5977
0.00116617,0.002884726,0.003533393,0,0,0,387.5977
0.0009007506,0.002555802,0.003848069,0,0,0,387.5977
0.0005891377,0.001900124,0.003285595,0,0,0,387.5977
0.0002766248,0.001226817,0.002939129,0,0,0,387.5977
0.000290698,0.0008844067,0.002793489,0,0,0,387.5977
0.0006285334,0.0007954764,0.002412153,0,0,0,387.5977
0.0009734373,0.0009790057,0.002657094,0,0,0,387.5977
0.001266773,0.001873065,0.00263681,0,0,0,387.5977
0.001481647,0.002980849,0.002814718,0,0,0,387.5977
0.001604845,0.003747559,0.003636273,0,0,0,387.5977
0.001636535,0.004068244,0.004583757,0,0,0,387.5977
0.001589662,0.004241255,0.00459066,0,0,0,387.5977
0.001487258,0.004468277,0.004667652,0,0,0,387.5977
0.001358284,0.004660554,0.004926635,0,0,0,387.5977
0.001232744,0.004790588,0.004131388,0,0,0,387.5977
0.001136631,0.004917032,0.002736707,0,0,0,387.5977
0.001087625,0.004881784,0.002379196,0,0,0,387.5977
0.001092181,0.004300321,0.003343991,0,0,0,387.5977
0.001145639,0.003120449,0.003043793,0,0,0,387.5977
0.001234172,0.00296118,0.001032651,0,0,0,387.5977
0.001337273,0.004820201,0,0,0,0,387.5977
0.001430452,0.006277957,0,0,0,0,387.5977
0.001489005,0.005989022,0,0,0,0,387.5977
0.001492805,0.003923877,0,0,0,0,387.5977
0.001430641,0.001068052,0,0,0,0,387.5977
0.001303464,0.001721428,0,0,0,0,387.5977
0.001125235,0.003131574,0,0,0,0,387.5977
0.0009215425,0.003311065,0,0,0,0,387.5977
0.0007253004,0.002676585,0,0,0,0,387.5977
0.0005682245,0.001878889,0,0,0,0,387.5977
0.0004642356,0.001515854,0,0,0,0,387.5977
0.0003971361,0.00180274,0,0,0,0,387.5977
0.0003433883,0.002384609,0,0,0,0,387.5977
0.0003231662,0.002713189,0,0,0,0,387.5977
0.0004048315,0.002418564,0,0,0,0,387.5977
0.0005936109,0.0016332,0,0,0,0,387.5977
0.0008317383,0.001219225,0,0,0,0,387.5977
0.001065315,0.001752415,0,0,0,0,387.5977
0.001250153,0.002466807,0,0,0,0,387.5977
0.001351177,0.003316495,0,0,0,0,387.5977
0.001345198,0.004591641,0,0,0,0,387.5977
0.001224316,0.005971284,0,0,0,0,387.5977
0.0009976395,0.006326047,0,0,0,0,387.5977
0.0006916301,0.004637606,0,0,0,0,387.5977
0.0003582649,0.00167504,0,0,0,0,387.5977
0.0002216212,0.004417557,0,0,0,0,387.5977
0.0004819988,0.007497604,0,0,0,0,387.5977
0.0007597031,0.007782953,0,0,0,0,387.5977
0.0009738889,0.005176857,0,0,0,0,387.5977
0.001112464,0.002031513,0,0,0,0,387.5977
0.001180719,0.004279249,0,0,0,0,387.5977
0.001191599,0.006345597,0,0,0,0,387.5977
0.001158475,0.006210309,0,0,0,0,387.5977
0.001090414,0.004357374,0,0,0,0,387.5977
0.0009932275,0.001832146,0,0,0,0,387.5977
0.0008763831,0.0005369712,0,0,0,0,387.5977
