1,797.7131,1377.522,611.9807,1284.675,0
2,780.2394,1372.879,596.5436,1290.863,0
3,795.7676,1378.775,657.2075,1297.285,0
4,789.3669,1396.813,618.9276,1287.704,0
5,808.2771,1437.949,584.434,1315.49,0
6,824.8154,1439.999,847.2343,1358.182,0
7,850.2973,1480.737,440.4845,873.799,0
8,902.02,1480.118,458.5805,1291.788,0
9,868.6689,1468.813,578.7943,1293.089,0
10,847.3561,1375.904,622.8622,1304.664,0
11,845.1304,1371.799,579.5971,1320.917,0
12,833.5518,1373.704,602.4812,1310.832,0
13,862.3109,1390.941,546.4005,1334.111,0
14,859.6095,1389.178,584.7057,1322.62,0
15,846.2756,1377.097,582.2548,1319.201,0
16,873.7227,1389.316,588.803,1332.137,0
17,889.3083,1419.332,608.1005,1331.522,0
18,893.7836,1421.852,592.6733,1343.087,0
19,899.1846,1428.548,601.2371,1327.808,0
20,899.1041,1413.36,585.7753,1345.528,0
21,894.6395,1397.932,507.1647,710.8382,0
22,898.337,1394.975,530.553,1334.199,0
23,909.7432,1411.608,522.6989,1350.641,0
24,918.1625,1422.662,485.549,771.8738,0
25,910.3824,1394.182,497.5117,1331.865,0
26,902.8856,1377.239,472.4951,826.4114,0
27,923.9102,1387.071,467.1984,788.0991,0
28,917.7517,1386.736,477.0316,795.3268,0
29,931.0314,1386.825,467.6174,788.1522,0
30,937.5698,1420.211,471.4142,760.8909,0
31,938.1666,1404.075,475.5141,774.0316,0
32,929.0988,1404.126,493.5592,795.4727,0
33,918.8376,1394.516,482.1208,777.6551,0
34,921.0868,1378.737,477.9778,1327.482,0
35,929.1249,1369.969,475.0964,1326.193,0
36,929.3073,1381.769,466.1174,807.6257,0
37,934.576,1400.534,470.2738,818.9887,0
38,927.035,1400.052,473.5029,767.4727,0
39,928.644,1399.678,488.05,787.1963,0
40,933.6874,1412.072,471.4307,801.1138,0
41,939.8519,1425.385,495.423,772.5483,0
42,941.7041,1418.153,477.4135,782.3773,0
43,507.095,940.8603,443.8202,890.7296,3
44,510.0782,939.9822,442.9154,886.8518,3
45,944.6007,1409.441,483.3461,808.2968,0
46,958.5345,1432.266,486.2982,781.7751,0
47,514.6686,950.6331,441.392,892.1664,3
48,967.468,1444.655,468.1074,789.8621,0
49,965.2565,1435.783,464.6829,820.4688,0
50,948.5291,1393.264,459.8602,815.1788,0
51,930.924,1374.885,456.4014,882.6976,0
52,879.5025,1369.489,455.1455,1337.667,0
53,883.8981,1373.973,461.141,1328.279,0
54,903.649,1384.72,457.9677,1334.691,0
55,912.279,1363.781,460.8314,894.4053,0
56,953.8856,1388.811,467.4387,808.8902,0
57,948.5258,1402.13,480.235,815.535,0
58,953.3138,1417.577,475.9232,803.9596,0
59,953.4945,1437.456,479.7923,783.0199,0
60,947.0834,1431.251,484.7522,776.1745,0
61,932.174,1401.32,467.3202,849.9942,0
62,946.4947,1390.251,463.7545,808.7294,0
63,924.6035,1386.745,465.1398,1326.887,0
64,918.5358,1383.986,451.3534,1329.84,0
65,905.7809,1383.571,454.4424,1335.9,0
66,872.4066,1369.231,464.2752,1322.332,0
67,903.1668,1393.612,452.1129,1341.734,0
68,882.9584,1381.764,458.2508,1338.939,0
69,896.9582,1383.134,456.0295,943.8338,0
70,916.8204,1383.799,455.7844,887.7431,0
71,944.9983,1391.086,464.2047,1336.587,0
72,975.0078,1403.651,466.5421,806.4096,0
73,956.9312,1421.492,475.2238,766.2626,0
74,960.6362,1430.608,471.0027,828.4426,0
75,964.0128,1431.392,467.605,795.4072,0
76,962.2263,1450.505,465.5514,776.6435,0
77,972.1061,1455.847,464.8807,802.6549,0
78,977.4839,1463.376,459.8212,785.8806,0
79,988.6045,1485.063,458.898,786.2122,0
80,1001.377,1445.469,452.4072,808.3698,0
81,483.5103,1020.709,429.657,904.8008,3
82,466.1567,1007.687,424.0972,908.4101,3
83,445.2564,1028.627,417.387,882.7054,3
84,445.4934,1023.145,416.5323,898.61,3
85,436.0878,1037.823,415.1258,892.1344,3
86,431.3181,1039.938,414.9931,873.2126,3
87,434.2175,1001.114,415.2871,879.144,3
88,425.7322,975.3501,414.256,885.4164,3
89,442.4862,1357.059,822.3148,1325.839,0
90,441.272,1362.732,817.4277,1333.006,0
91,573.7698,1273.919,694.0782,1326.096,0
