61,646.17,1193.539,663.6267,1297.352,0
62,642.1848,1178.602,661.3694,1293.011,0
63,667.9673,1209.13,660.4046,1283.548,0
64,640.1052,1212.416,663.1867,1285.212,0
65,717.9679,1193.882,631.9522,1268.078,0
66,641.9399,1214.021,654.4133,1276.489,0
67,664.2232,1191.099,659.8385,1285.005,0
68,677.9051,1180.359,659.0435,1277.532,0
69,634.931,1191.933,659.4756,1279.51,0
70,659.9934,1179.241,660.3651,1286.069,0
71,662.0971,1152.574,660.8276,1279.998,0
72,602.5722,1186.826,645.581,1266.757,0
73,675.982,1159.938,658.3104,1276.36,0
74,632.1814,1179.133,652.2119,1266.002,0
75,635.4426,1168.008,656.5333,1280.987,0
76,671.3958,1119.109,658.5944,1281.173,0
77,613.5205,1130.083,650.7793,1268.781,0
78,667.6853,1143.318,658.5999,1279.389,0
79,663.9742,1152.313,651.8068,1269.588,0
80,662.4272,1117.874,655.1702,1253.922,0
81,703.9356,1189.347,658.9111,1268.126,0
82,681.1678,1176.316,651.6946,1267.213,0
83,687.5838,1171.73,644.9672,1250.278,0
84,636.7234,1139.651,662.8334,1278.296,0
85,667.2708,1153.198,656.395,1256.513,0
86,646.2299,1204.576,653.9688,1262.255,0
87,670.5793,1153.74,653.4468,1268.94,0
88,678.853,1208.724,656.4507,1278.906,0
89,652.0406,1182.537,660.0669,1284.639,0
90,667.4169,1165.945,658.7489,1268.728,0
91,662.4575,1180.366,654.2849,1265.267,0
92,660.1001,1166.056,657.6465,1265.061,0
93,657.7442,1187.272,656.0938,1268.637,0
94,625.8177,1177.082,649.836,1274.511,0
95,673.1929,1167.019,654.7745,1268.027,0
96,652.1144,1199.817,652.248,1278.458,0
97,633.4844,1184.351,645.5989,1284.511,0
98,656.4798,1178.954,660.138,1261.732,0
99,658.5225,1158.283,658.8151,1273.796,0
100,682.0267,1183.203,659.0638,1285.117,0
101,665.149,1176.38,660.3292,1280.078,0
102,657.5071,1118.981,662.9879,1300.26,0
103,668.2535,1176.277,659.3972,1286.628,0
104,650.3264,1175.663,663.0372,1274.601,0
105,645.6505,1143.269,659.7914,1279.115,0
106,670.5976,1159.657,657.8264,1276.277,0
107,670.603,1190.71,658.6496,1258.296,0
108,649.1762,1197.638,662.5079,1277.522,0
109,675.5939,1193.055,657.8953,1284.177,0
110,660.4764,1194.701,662.912,1286.172,0
111,646.8722,1131.6,660.3484,1277.075,0
112,664.2742,1163.716,659.2471,1280.292,0
113,651.1765,1173.499,661.1655,1265.261,0
114,658.4393,1151.825,662.0307,1293.537,0
115,663.3135,1166.167,659.2386,1284.658,0
116,651.1112,1173.651,660.4445,1288.37,0
117,622.8007,1190.505,645.5036,1284.304,0
118,648.1763,1185.163,661.6388,1287.331,0
119,654.3257,1184.875,663.1864,1288.036,0
120,610.1142,1190.682,645.6,1282.921,0
121,656.2218,1187.01,662.9729,1300.008,0
122,646.3862,1125.279,662.6441,1294.572,0
123,630.2961,1184.92,659.9388,1288.781,0
124,658.1431,1165.541,664.0386,1279.14,0
125,634.5446,1157.583,666.2442,1306.282,0
126,632.8115,1181.399,652.7888,1288.86,0
127,657.3995,1191.153,661.5076,1268.047,0
128,602.5751,1183.662,648.1489,1286.045,0
129,673.5837,1186.964,659.4771,1274.723,0
130,658.8852,1144.232,664.2823,1303.711,0
131,658.2383,1163.332,661.1906,1296.255,0
132,674.5812,1204.221,662.7913,1283.93,0
133,764.0375,1159.921,617.999,1316.047,0
134,813.501,1243.439,657.5195,1285.764,0
135,786.7013,1188.152,648.0392,1296.572,0
