5,281.1506,1950.646,452.9089,2061.214,e
6,294.0716,1756.086,448.2428,2124.199,e
7,312.5877,1751.132,454.6183,2266.773,e
8,318.0439,1645.332,538.5804,1304.698,a
9,349.631,1678.032,596.9578,2620.956,a
10,316.0633,1356.153,645.2944,1351.074,a
11,316.4788,1391.453,628.5324,1300.523,a
12,267.4082,1291.937,647.7144,1319.6,a
13,249.0281,1313.446,659.5981,1314.014,a
31,268.4842,1939.864,477.3687,2010.909,e
